systemNumber,Production date,prod_date_primary,start_year,end_year,midpoint_year,date_parse_status
O181128,early 8th century,8th c,701.0,800.0,750.0,parsed_century_single
O181127,early 8th century,8th c,701.0,800.0,750.0,parsed_century_single
O181126,early 8th century,8th c,701.0,800.0,750.0,parsed_century_single
O181125,early 8th century,8th c,701.0,800.0,750.0,parsed_century_single
O181123,early 8th century,8th c,701.0,800.0,750.0,parsed_century_single
O181122,early 8th century,8th c,701.0,800.0,750.0,parsed_century_single
O62622,12th century,12th c,1101.0,1200.0,1150.0,parsed_century_single
O1309252,,,,,,no_date_text
O127087,1762,1762,1762.0,1762.0,1762.0,parsed_ad_single
O135950,ca. 1908,1908,1908.0,1908.0,1908.0,parsed_ad_single
O128298,ca. 1900,1900,1900.0,1900.0,1900.0,parsed_ad_single
O75445,1842,1842,1842.0,1842.0,1842.0,parsed_ad_single
O25025,5th Century,5th c,401.0,500.0,450.0,parsed_century_single
O70453,ca. 1560,1560,1560.0,1560.0,1560.0,parsed_ad_single
O25157,late 12th century - early 14th century,12th c-14th c,1101.0,1400.0,1250.0,parsed_century_range
O69463,1895,1895,1895.0,1895.0,1895.0,parsed_ad_single
O123424,ca. 1885,1885,1885.0,1885.0,1885.0,parsed_ad_single
O115955,about 1897-9,1897-9,1897.0,9.0,953.0,parsed_ad_range
O81981,11th century,11th c,1001.0,1100.0,1050.0,parsed_century_single
O96281,ca. 1490-1510,1490-1510,1490.0,1510.0,1500.0,parsed_ad_range
O135953,ca. 1890- ca. 1892,1890-1892,1890.0,1892.0,1891.0,parsed_ad_range
O72876,2002,2002,2002.0,2002.0,2002.0,parsed_ad_single
O62356,11th century-12th century,11th c-12th c,1001.0,1200.0,1100.0,parsed_century_range
O70297,ca. 1497,1497,1497.0,1497.0,1497.0,parsed_ad_single
O34774,1871,1871,1871.0,1871.0,1871.0,parsed_ad_single
O89279,1590-1610,1590-1610,1590.0,1610.0,1600.0,parsed_ad_range
O89253,1590-1610,1590-1610,1590.0,1610.0,1600.0,parsed_ad_range
O108785,1320-1330,1320-1330,1320.0,1330.0,1325.0,parsed_ad_range
O40900,1926,1926,1926.0,1926.0,1926.0,parsed_ad_single
O155927,1868,1868,1868.0,1868.0,1868.0,parsed_ad_single
O110672,1750-1751,1750-1751,1750.0,1751.0,1750.0,parsed_ad_range
O137417,1908,1908,1908.0,1908.0,1908.0,parsed_ad_single
O84804,ca. 1775,1775,1775.0,1775.0,1775.0,parsed_ad_single
O314533,ca. 1370-1400,1370-1400,1370.0,1400.0,1385.0,parsed_ad_range
O40903,1926,1926,1926.0,1926.0,1926.0,parsed_ad_single
O111239,1843,1843,1843.0,1843.0,1843.0,parsed_ad_single
O40901,1926,1926,1926.0,1926.0,1926.0,parsed_ad_single
O25174,15th century to 16th century,15th c to 16th c,1401.0,1500.0,1450.0,parsed_century_single
O25020,late 1st century-early 2nd century AD,1st c-2nd cad,1.0,200.0,100.0,parsed_century_range
O93431,1786,1786,1786.0,1786.0,1786.0,parsed_ad_single
O135948,ca. 1914,1914,1914.0,1914.0,1914.0,parsed_ad_single
O15513,ca. 1930,1930,1930.0,1930.0,1930.0,parsed_ad_single
O25016,Early 12th century,12th c,1101.0,1200.0,1150.0,parsed_century_single
O89634,late 18th century,18th c,1701.0,1800.0,1750.0,parsed_century_single
O39822,5th century- 6th Century,5th c-6th c,401.0,600.0,500.0,parsed_century_range
O130751,1400 to 1600,1400 to 1600,,,,unparsed
O70347,1609,1609,1609.0,1609.0,1609.0,parsed_ad_single
O40861,ca. 1908,1908,1908.0,1908.0,1908.0,parsed_ad_single
O40902,1926,1926,1926.0,1926.0,1926.0,parsed_ad_single
O66522,ca. 900,900,900.0,900.0,900.0,parsed_ad_single
O40862,ca. 1908,1908,1908.0,1908.0,1908.0,parsed_ad_single
O171338,1890,1890,1890.0,1890.0,1890.0,parsed_ad_single
O127249,second half of fifteenth century,second half of fifteenth c,,,,unparsed_century
O41522,ca. 1890,1890,1890.0,1890.0,1890.0,parsed_ad_single
O77807,1767,1767,1767.0,1767.0,1767.0,parsed_ad_single
O150874,ca. 1800,1800,1800.0,1800.0,1800.0,parsed_ad_single
O70792,ca. 1895-1900,1895-1900,1895.0,1900.0,1898.0,parsed_ad_range
O312389,ca. 1875,1875,1875.0,1875.0,1875.0,parsed_ad_single
O110845,1836,1836,1836.0,1836.0,1836.0,parsed_ad_single
O110015,ca. 1500-1510,1500-1510,1500.0,1510.0,1505.0,parsed_ad_range
O41236,1850–1900,1850–1900,,,,unparsed
O70342,1560-1570,1560-1570,1560.0,1570.0,1565.0,parsed_ad_range
O314601,1871,1871,1871.0,1871.0,1871.0,parsed_ad_single
O63309,1500-1700,1500-1700,1500.0,1700.0,1600.0,parsed_ad_range
O14772,2nd half 16th century,2nd half 16th c,101.0,200.0,150.0,parsed_century_single
O127337,ca. 1350-1368,1350-1368,1350.0,1368.0,1359.0,parsed_ad_range
O19567,1983,1983,1983.0,1983.0,1983.0,parsed_ad_single
O62365,late 10th century-early 11th century,10th c-11th c,901.0,1100.0,1000.0,parsed_century_range
O14778,ca. 1260 - ca. 1270,1260-1270,1260.0,1270.0,1265.0,parsed_ad_range
O108628,ca. 1831,1831,1831.0,1831.0,1831.0,parsed_ad_single
O66225,Early 18th century,18th c,1701.0,1800.0,1750.0,parsed_century_single
O128116,ca. 1882,1882,1882.0,1882.0,1882.0,parsed_ad_single
O170626,ca. 1510-1515,1510-1515,1510.0,1515.0,1512.0,parsed_ad_range
O11166,ca. 1863,1863,1863.0,1863.0,1863.0,parsed_ad_single
O128840,1250-1270,1250-1270,1250.0,1270.0,1260.0,parsed_ad_range
O153417,1983,1983,1983.0,1983.0,1983.0,parsed_ad_single
O127350,ca. 1440-1460,1440-1460,1440.0,1460.0,1450.0,parsed_ad_range
O69128,1862,1862,1862.0,1862.0,1862.0,parsed_ad_single
O41244,ca. 1906,1906,1906.0,1906.0,1906.0,parsed_ad_single
O89615,ca. 1894,1894,1894.0,1894.0,1894.0,parsed_ad_single
O40899,ca. 1890,1890,1890.0,1890.0,1890.0,parsed_ad_single
O92621,1775-1800,1775-1800,1775.0,1800.0,1788.0,parsed_ad_range
O127123,1809,1809,1809.0,1809.0,1809.0,parsed_ad_single
O107348,1590-1610,1590-1610,1590.0,1610.0,1600.0,parsed_ad_range
O107349,ca. 1560,1560,1560.0,1560.0,1560.0,parsed_ad_single
O127940,ca. 1862,1862,1862.0,1862.0,1862.0,parsed_ad_single
O96376,1782,1782,1782.0,1782.0,1782.0,parsed_ad_single
O127097,1781,1781,1781.0,1781.0,1781.0,parsed_ad_single
O129697,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O90431,ca. 1580,1580,1580.0,1580.0,1580.0,parsed_ad_single
O62323,8th century-9th century,8th c-9th c,701.0,900.0,800.0,parsed_century_range
O17462,1841,1841,1841.0,1841.0,1841.0,parsed_ad_single
O311703,ca. 1796,1796,1796.0,1796.0,1796.0,parsed_ad_single
O40928,ca. 1875,1875,1875.0,1875.0,1875.0,parsed_ad_single
O1803104,2024,2024,2024.0,2024.0,2024.0,parsed_ad_single
O89157,ca. 1320,1320,1320.0,1320.0,1320.0,parsed_ad_single
O198123,ca. 1650,1650,1650.0,1650.0,1650.0,parsed_ad_single
O111998,2001,2001,2001.0,2001.0,2001.0,parsed_ad_single
O314131,c. 1691-1700,1691-1700,1691.0,1700.0,1696.0,parsed_ad_range
O113453,ca. 1523-1535,1523-1535,1523.0,1535.0,1529.0,parsed_ad_range
O8864,ca. 1882,1882,1882.0,1882.0,1882.0,parsed_ad_single
O135949,ca. 1891,1891,1891.0,1891.0,1891.0,parsed_ad_single
O93948,ca. 1285-1297,1285-1297,1285.0,1297.0,1291.0,parsed_ad_range
O110679,1710-1720,1710-1720,1710.0,1720.0,1715.0,parsed_ad_range
O89355,ca. 1700-1750,1700-1750,1700.0,1750.0,1725.0,parsed_ad_range
O70396,1720,1720,1720.0,1720.0,1720.0,parsed_ad_single
O66332,1850,1850,1850.0,1850.0,1850.0,parsed_ad_single
O66199,1789,1789,1789.0,1789.0,1789.0,parsed_ad_single
O75706,ca. 1934,1934,1934.0,1934.0,1934.0,parsed_ad_single
O170305,ca. 1923,1923,1923.0,1923.0,1923.0,parsed_ad_single
O170637,c.1370-80,1370-80,1370.0,80.0,725.0,parsed_ad_range
O250224,1983,1983,1983.0,1983.0,1983.0,parsed_ad_single
O11741,ca. 1863,1863,1863.0,1863.0,1863.0,parsed_ad_single
O127876,ca. 1864,1864,1864.0,1864.0,1864.0,parsed_ad_single
O69573,ca. 1480-1500,1480-1500,1480.0,1500.0,1490.0,parsed_ad_range
O111036,ca. 1750,1750,1750.0,1750.0,1750.0,parsed_ad_single
O93025,ca. 1350-1360,1350-1360,1350.0,1360.0,1355.0,parsed_ad_range
O93928,1578,1578,1578.0,1578.0,1578.0,parsed_ad_single
O180948,1809,1809,1809.0,1809.0,1809.0,parsed_ad_single
O16254,ca. 1320,1320,1320.0,1320.0,1320.0,parsed_ad_single
O17200,ca. 1320,1320,1320.0,1320.0,1320.0,parsed_ad_single
O93485,ca. 1415-1450,1415-1450,1415.0,1450.0,1432.0,parsed_ad_range
O78127,1700-1702,1700-1702,1700.0,1702.0,1701.0,parsed_ad_range
O89637,late 18th century,18th c,1701.0,1800.0,1750.0,parsed_century_single
O156196,ca. 1350-60,1350-60,1350.0,60.0,705.0,parsed_ad_range
O127349,ca. 1440-1460,1440-1460,1440.0,1460.0,1450.0,parsed_ad_range
O156183,ca. 1350-60,1350-60,1350.0,60.0,705.0,parsed_ad_range
O111042,1750-1800,1750-1800,1750.0,1800.0,1775.0,parsed_ad_range
O62299,10th century-11th century,10th c-11th c,901.0,1100.0,1000.0,parsed_century_range
O9638,ca. 1832 - ca. 1834,1832-1834,1832.0,1834.0,1833.0,parsed_ad_range
O449504,1985,1985,1985.0,1985.0,1985.0,parsed_ad_single
O70080,ca. 1700,1700,1700.0,1700.0,1700.0,parsed_ad_single
O110014,ca. 1700-1750,1700-1750,1700.0,1750.0,1725.0,parsed_ad_range
O94288,ca. 1430,1430,1430.0,1430.0,1430.0,parsed_ad_single
O156205,ca. 1350-1360,1350-1360,1350.0,1360.0,1355.0,parsed_ad_range
O113334,ca. 1350-75,1350-75,1350.0,75.0,712.0,parsed_ad_range
O101610,ca. 1750,1750,1750.0,1750.0,1750.0,parsed_ad_single
O170142,ca. 1640,1640,1640.0,1640.0,1640.0,parsed_ad_single
O16261,1250-1275,1250-1275,1250.0,1275.0,1262.0,parsed_ad_range
O84372,10th century,10th c,901.0,1000.0,950.0,parsed_century_single
O127119,1866,1866,1866.0,1866.0,1866.0,parsed_ad_single
O455778,April 1988,april 1988,,,,unparsed
O19122,1976,1976,1976.0,1976.0,1976.0,parsed_ad_single
O165996,1750-1800,1750-1800,1750.0,1800.0,1775.0,parsed_ad_range
O111248,ca. 1878,1878,1878.0,1878.0,1878.0,parsed_ad_single
O94079,1749,1749,1749.0,1749.0,1749.0,parsed_ad_single
O71818,1525-1530,1525-1530,1525.0,1530.0,1528.0,parsed_ad_range
O110680,1575-1588,1575-1588,1575.0,1588.0,1582.0,parsed_ad_range
O92890,1856,1856,1856.0,1856.0,1856.0,parsed_ad_single
O1240911,1984,1984,1984.0,1984.0,1984.0,parsed_ad_single
O180927,1809,1809,1809.0,1809.0,1809.0,parsed_ad_single
O1500933,ca. 1746-49,1746-49,1746.0,49.0,898.0,parsed_ad_range
O449294,2nd century-4th century,2nd c-4th c,101.0,400.0,250.0,parsed_century_range
O454439,,,,,,no_date_text
O89185,1757,1757,1757.0,1757.0,1757.0,parsed_ad_single
O25028,12th century,12th c,1101.0,1200.0,1150.0,parsed_century_single
O102916,1880-1914,1880-1914,1880.0,1914.0,1897.0,parsed_ad_range
O195868,1793,1793,1793.0,1793.0,1793.0,parsed_ad_single
O1779657,2011,2011,2011.0,2011.0,2011.0,parsed_ad_single
O127062,ca. 1824,1824,1824.0,1824.0,1824.0,parsed_ad_single
O8080,1756-1758,1756-1758,1756.0,1758.0,1757.0,parsed_ad_range
O101041,1932,1932,1932.0,1932.0,1932.0,parsed_ad_single
O89183,1757,1757,1757.0,1757.0,1757.0,parsed_ad_single
O25010,ca. 7th century,7th c,601.0,700.0,650.0,parsed_century_single
O180967,1827,1827,1827.0,1827.0,1827.0,parsed_ad_single
O313118,ca. 1650,1650,1650.0,1650.0,1650.0,parsed_ad_single
O73056,ca. 1882,1882,1882.0,1882.0,1882.0,parsed_ad_single
O129812,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O123452,ca. 1865,1865,1865.0,1865.0,1865.0,parsed_ad_single
O85432,1504-6,1504-6,1504.0,6.0,755.0,parsed_ad_range
O129747,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O70365,ca. 1581 - ca. 1584,1581-1584,1581.0,1584.0,1582.0,parsed_ad_range
O90899,1890,1890,1890.0,1890.0,1890.0,parsed_ad_single
O127981,1465,1465,1465.0,1465.0,1465.0,parsed_ad_single
O111109,ca. 1700-1720,1700-1720,1700.0,1720.0,1710.0,parsed_ad_range
O39861,1501-1504,1501-1504,1501.0,1504.0,1502.0,parsed_ad_range
O90423,ca. 1560 to ca. 1565,1560 to 1565,,,,unparsed
O311841,about 1500,1500,1500.0,1500.0,1500.0,parsed_ad_single
O1258272,,,,,,no_date_text
O455776,April 1988,april 1988,,,,unparsed
O103279,ca. 1610,1610,1610.0,1610.0,1610.0,parsed_ad_single
O110387,ca. 1700,1700,1700.0,1700.0,1700.0,parsed_ad_single
O110385,ca. 1700,1700,1700.0,1700.0,1700.0,parsed_ad_single
O129751,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129748,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O77725,1862,1862,1862.0,1862.0,1862.0,parsed_ad_single
O87397,second half 16th century,second half 16th c,1501.0,1600.0,1550.0,parsed_century_single
O87402,second half 16th century,second half 16th c,1501.0,1600.0,1550.0,parsed_century_single
O49449,1897,1897,1897.0,1897.0,1897.0,parsed_ad_single
O71756,1919-1920,1919-1920,1919.0,1920.0,1920.0,parsed_ad_range
O110686,1540-1546,1540-1546,1540.0,1546.0,1543.0,parsed_ad_range
O40741,1618-1621,1618-1621,1618.0,1621.0,1620.0,parsed_ad_range
O111034,1520-1525,1520-1525,1520.0,1525.0,1522.0,parsed_ad_range
O89908,ca. 1928,1928,1928.0,1928.0,1928.0,parsed_ad_single
O297166,2007,2007,2007.0,2007.0,2007.0,parsed_ad_single
O40740,1618-1621,1618-1621,1618.0,1621.0,1620.0,parsed_ad_range
O165993,1750-1800,1750-1800,1750.0,1800.0,1775.0,parsed_ad_range
O127111,ca. 1725,1725,1725.0,1725.0,1725.0,parsed_ad_single
O88567,1550-1575,1550-1575,1550.0,1575.0,1562.0,parsed_ad_range
O162492,ca. 1871,1871,1871.0,1871.0,1871.0,parsed_ad_single
O25164,2nd quarter of 13th century,2nd quarter of 13th c,101.0,200.0,150.0,parsed_century_single
O128365,ca. 1871,1871,1871.0,1871.0,1871.0,parsed_ad_single
O89206,ca. 1697-1705/10,1697-1705/10,,,,unparsed
O34734,ca. 1723,1723,1723.0,1723.0,1723.0,parsed_ad_single
O117829,1170-80,1170-80,1170.0,80.0,625.0,parsed_ad_range
O96369,ca. 1500,1500,1500.0,1500.0,1500.0,parsed_ad_single
O93086,ca. 1480,1480,1480.0,1480.0,1480.0,parsed_ad_single
O1614030,1859,1859,1859.0,1859.0,1859.0,parsed_ad_single
O127951,ca. 1445,1445,1445.0,1445.0,1445.0,parsed_ad_single
O77724,1862,1862,1862.0,1862.0,1862.0,parsed_ad_single
O101067,1932,1932,1932.0,1932.0,1932.0,parsed_ad_single
O70367,ca. 1581 - ca. 1584,1581-1584,1581.0,1584.0,1582.0,parsed_ad_range
O70372,ca. 1581 - ca. 1584,1581-1584,1581.0,1584.0,1582.0,parsed_ad_range
O145807,19th century,19th c,1801.0,1900.0,1850.0,parsed_century_single
O334646,1873,1873,1873.0,1873.0,1873.0,parsed_ad_single
O111656,1904,1904,1904.0,1904.0,1904.0,parsed_ad_single
O103046,1610-1613,1610-1613,1610.0,1613.0,1612.0,parsed_ad_range
O128068,1865,1865,1865.0,1865.0,1865.0,parsed_ad_single
O1799426,2021,2021,2021.0,2021.0,2021.0,parsed_ad_single
O70370,ca. 1581 - ca. 1584,1581-1584,1581.0,1584.0,1582.0,parsed_ad_range
O70369,ca. 1581 - ca. 1584,1581-1584,1581.0,1584.0,1582.0,parsed_ad_range
O60945,14th century,14th c,1301.0,1400.0,1350.0,parsed_century_single
O70433,1861,1861,1861.0,1861.0,1861.0,parsed_ad_single
O78179,1864-1870,1864-1870,1864.0,1870.0,1867.0,parsed_ad_range
O108804,ca. 1440,1440,1440.0,1440.0,1440.0,parsed_ad_single
O70371,ca. 1581 - ca. 1584,1581-1584,1581.0,1584.0,1582.0,parsed_ad_range
O70390,ca. 1741,1741,1741.0,1741.0,1741.0,parsed_ad_single
O93918,ca. 1700,1700,1700.0,1700.0,1700.0,parsed_ad_single
O92827,ca. 1515-1520,1515-1520,1515.0,1520.0,1518.0,parsed_ad_range
O70872,ca. 1650,1650,1650.0,1650.0,1650.0,parsed_ad_single
O70778,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O70780,ca. 1505,1505,1505.0,1505.0,1505.0,parsed_ad_single
O39629,ca. 1513,1513,1513.0,1513.0,1513.0,parsed_ad_single
O70819,ca. 1490-1500,1490-1500,1490.0,1500.0,1495.0,parsed_ad_range
O93096,ca. 1480,1480,1480.0,1480.0,1480.0,parsed_ad_single
O92607,first quarter of 13th century,first quarter of 13th c,1201.0,1300.0,1250.0,parsed_century_single
O106771,ca. 1700 - ca. 1720,1700-1720,1700.0,1720.0,1710.0,parsed_ad_range
O12512,1447–1454,1447–1454,,,,unparsed
O89638,ca. 1635-1640,1635-1640,1635.0,1640.0,1638.0,parsed_ad_range
O127948,1260,1260,1260.0,1260.0,1260.0,parsed_ad_single
O1308220,,,,,,no_date_text
O1413954,2016,2016,2016.0,2016.0,2016.0,parsed_ad_single
O121661,1576,1576,1576.0,1576.0,1576.0,parsed_ad_single
O89216,1710,1710,1710.0,1710.0,1710.0,parsed_ad_single
O97489,ca. 1325-50,1325-50,1325.0,50.0,688.0,parsed_ad_range
O162364,ca. 1475-1500,1475-1500,1475.0,1500.0,1488.0,parsed_ad_range
O19565,1969,1969,1969.0,1969.0,1969.0,parsed_ad_single
O72242,late 7th Century,7th c,601.0,700.0,650.0,parsed_century_single
O127051,1790,1790,1790.0,1790.0,1790.0,parsed_ad_single
O136693,ca. 1560,1560,1560.0,1560.0,1560.0,parsed_ad_single
O128848,1250-1270,1250-1270,1250.0,1270.0,1260.0,parsed_ad_range
O449629,19th century,19th c,1801.0,1900.0,1850.0,parsed_century_single
O89486,1650-1700,1650-1700,1650.0,1700.0,1675.0,parsed_ad_range
O89566,1635-1650,1635-1650,1635.0,1650.0,1642.0,parsed_ad_range
O180959,ca. 1740,1740,1740.0,1740.0,1740.0,parsed_ad_single
O87548,ca. 1520,1520,1520.0,1520.0,1520.0,parsed_ad_single
O41563,1450-1500,1450-1500,1450.0,1500.0,1475.0,parsed_ad_range
O349949,1783,1783,1783.0,1783.0,1783.0,parsed_ad_single
O129839,ca. 1260 - ca. 1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O129735,ca. 1260 - ca.1280,1260-1280,1260.0,1280.0,1270.0,parsed_ad_range
O87374,1570,1570,1570.0,1570.0,1570.0,parsed_ad_single
O41524,ca. 1524,1524,1524.0,1524.0,1524.0,parsed_ad_single
O128253,ca. 1872-73,1872-73,1872.0,73.0,972.0,parsed_ad_range
O14806,1200-1250,1200-1250,1200.0,1250.0,1225.0,parsed_ad_range
O1114280,ca. 1790,1790,1790.0,1790.0,1790.0,parsed_ad_single
O89869,1540-1546,1540-1546,1540.0,1546.0,1543.0,parsed_ad_range
O111857,1983,1983,1983.0,1983.0,1983.0,parsed_ad_single
O1070765,1869,1869,1869.0,1869.0,1869.0,parsed_ad_single
O111270,ca. 1850 - 1898,1850-1898,1850.0,1898.0,1874.0,parsed_ad_range
O96368,ca. 1500,1500,1500.0,1500.0,1500.0,parsed_ad_single
O34921,1873,1873,1873.0,1873.0,1873.0,parsed_ad_single
O347278,1898,1898,1898.0,1898.0,1898.0,parsed_ad_single
O145552,1930,1930,1930.0,1930.0,1930.0,parsed_ad_single
O89844,1540-1546,1540-1546,1540.0,1546.0,1543.0,parsed_ad_range
O78215,ca. 1731,1731,1731.0,1731.0,1731.0,parsed_ad_single
O127061,1755,1755,1755.0,1755.0,1755.0,parsed_ad_single
O89592,ca. 1555,1555,1555.0,1555.0,1555.0,parsed_ad_single
O87413,ca. 1490-1520,1490-1520,1490.0,1520.0,1505.0,parsed_ad_range
O40893,ca. 1888,1888,1888.0,1888.0,1888.0,parsed_ad_single
O479376,2000 BC,2000bc,-2000.0,-2000.0,-2000.0,parsed_bc_single
O71632,1470-1490,1470-1490,1470.0,1490.0,1480.0,parsed_ad_range
O70327,ca. 1523,1523,1523.0,1523.0,1523.0,parsed_ad_single
O40918,1428-1430,1428-1430,1428.0,1430.0,1429.0,parsed_ad_range
O110694,1583,1583,1583.0,1583.0,1583.0,parsed_ad_single
O349833,ca. 1929,1929,1929.0,1929.0,1929.0,parsed_ad_single
O89694,ca. 1740 - ca. 1769,1740-1769,1740.0,1769.0,1754.0,parsed_ad_range
O108789,1300-1350,1300-1350,1300.0,1350.0,1325.0,parsed_ad_range
O166465,circa 15th century,15th c,1401.0,1500.0,1450.0,parsed_century_single
O130438,575 - 625,575-625,575.0,625.0,600.0,parsed_ad_range
O311522,1520-25,1520-25,1520.0,25.0,772.0,parsed_ad_range
O40957,ca. 1514-1521,1514-1521,1514.0,1521.0,1518.0,parsed_ad_range
O12529,1471-1481,1471-1481,1471.0,1481.0,1476.0,parsed_ad_range
O102950,ca. 1510,1510,1510.0,1510.0,1510.0,parsed_ad_single
O98447,ca.1480,1480,1480.0,1480.0,1480.0,parsed_ad_single
O41431,ca. 1873,1873,1873.0,1873.0,1873.0,parsed_ad_single
O110861,1450-1500,1450-1500,1450.0,1500.0,1475.0,parsed_ad_range
O75455,1875,1875,1875.0,1875.0,1875.0,parsed_ad_single
O110692,16th century,16th c,1501.0,1600.0,1550.0,parsed_century_single
O129522,ca. 1200,1200,1200.0,1200.0,1200.0,parsed_ad_single
O128081,1851,1851,1851.0,1851.0,1851.0,parsed_ad_single
O110668,ca. 1857,1857,1857.0,1857.0,1857.0,parsed_ad_single
O128190,1852-1854,1852-1854,1852.0,1854.0,1853.0,parsed_ad_range
O16262,2nd half 17th century,2nd half 17th c,101.0,200.0,150.0,parsed_century_single
O152772,ca. 1730-1732,1730-1732,1730.0,1732.0,1731.0,parsed_ad_range
O152784,ca. 1730-1732,1730-1732,1730.0,1732.0,1731.0,parsed_ad_range
O40912,1926,1926,1926.0,1926.0,1926.0,parsed_ad_single
O127049,1728,1728,1728.0,1728.0,1728.0,parsed_ad_single
O41040,ca. 1864,1864,1864.0,1864.0,1864.0,parsed_ad_single
O41031,ca. 1864,1864,1864.0,1864.0,1864.0,parsed_ad_single
O41551,ca. 1864,1864,1864.0,1864.0,1864.0,parsed_ad_single
O41039,ca. 1864,1864,1864.0,1864.0,1864.0,parsed_ad_single
O127104,ca. 1686,1686,1686.0,1686.0,1686.0,parsed_ad_single
O1248456,1972,1972,1972.0,1972.0,1972.0,parsed_ad_single
O110687,1540-1546,1540-1546,1540.0,1546.0,1543.0,parsed_ad_range
O65846,16th century,16th c,1501.0,1600.0,1550.0,parsed_century_single
O68782,1536,1536,1536.0,1536.0,1536.0,parsed_ad_single
O111653,1830,1830,1830.0,1830.0,1830.0,parsed_ad_single
O41424,ca. 1850-1900,1850-1900,1850.0,1900.0,1875.0,parsed_ad_range
O92687,ca. 1120 - 1150,1120-1150,1120.0,1150.0,1135.0,parsed_ad_range
O127068,1800 - 1802,1800-1802,1800.0,1802.0,1801.0,parsed_ad_range
O128372,1926,1926,1926.0,1926.0,1926.0,parsed_ad_single
O96383,1761,1761,1761.0,1761.0,1761.0,parsed_ad_single
O96243,1548,1548,1548.0,1548.0,1548.0,parsed_ad_single
O100148,ca. 1819,1819,1819.0,1819.0,1819.0,parsed_ad_single
O114550,17th century-18th century,17th c-18th c,1601.0,1800.0,1700.0,parsed_century_range
O41518,after 1850,1850,1850.0,1850.0,1850.0,parsed_ad_single
O127063,ca. 1765,1765,1765.0,1765.0,1765.0,parsed_ad_single
O41038,ca. 1864,1864,1864.0,1864.0,1864.0,parsed_ad_single
O41034,ca. 1864,1864,1864.0,1864.0,1864.0,parsed_ad_single
O41037,ca. 1864,1864,1864.0,1864.0,1864.0,parsed_ad_single
O72269,2002,2002,2002.0,2002.0,2002.0,parsed_ad_single
O111859,1979,1979,1979.0,1979.0,1979.0,parsed_ad_single
